Law_Firm,Wins,Losses,Win_Rate,Neutral_Appearances,Appellant_Appearances,Respondent_Appearances,Law_Firm(from_text),Cases
samars solicitors,0,2,0.0,0,2,0,samars solicitors,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/693.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/166.html""]}"
samuel phillips,1,0,100.0,0,1,0,samuel phillips,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/153.html""]}"
sandwell legal service,0,1,0.0,0,0,1,sandwell legal service,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2876.html""]}"
sara mansoori (instructed by bindmans,1,0,100.0,0,0,1,sara mansoori (instructed by bindmans,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2217.html""]}"
sas cargo group a/s,0,1,0.0,0,0,1,sas cargo group a/s,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1024.html""]}"
sas daniels llp,0,2,0.0,0,2,0,sas daniels llp,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/431.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/585.html""]}"
saunders law,1,1,50.0,0,1,1,saunders law,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1260.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1107.html""]}"
savic & co solicitors,0,1,0.0,0,1,0,savic & co solicitors,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/383.html""]}"
sbp law,0,2,0.0,0,2,0,sbp law,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/367.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/993.html""]}"
schillings international llp,4,2,66.67,0,4,2,schillings international llp,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/950.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2329.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1810.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/423.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/884.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/548.html""]}"
schillings llp,1,0,100.0,0,0,1,schillings llp,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/488.html""]}"
schofield sweeney llp,0,1,0.0,0,1,0,schofield sweeney llp,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/796.html""]}"
schwab & co legal services,1,0,100.0,0,1,0,schwab & co legal services,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/152.html""]}"
scott & scott uk llp,2,5,28.57,0,4,3,"scott & scott uk llp, scott + scott uk llp, scott+scott uk llp","{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/14.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1701.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/140.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1471.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/876.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1559.html""]}"
scott bailey,1,0,100.0,0,0,1,scott bailey,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/202.html""]}"
scott cohen solicitors,1,5,16.67,0,4,2,"scott cohen solicitors, scott cohen solicitors limited, scott cohen solicitors ltd","{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1544.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1375.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/616.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/282.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/89.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1827.html""]}"
"scott ingram, slater",0,0,,2,0,0,"scott ingram, slater","{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/142.html""]}"
scott moncrieff,4,5,44.44,0,8,1,"scott moncrieff, scott moncrieff & associates, scott-moncrieff & associates, scott-moncrieff & associates llp, scott-moncrieff & associates ltd","{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1521.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/470.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1527.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/379.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/720.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/411.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1196.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/457.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1836.html""]}"
scs law,1,0,100.0,0,0,1,scs law,"{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/15.html""]}"
scudamores,0,1,0.0,0,0,1,scudamores,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/159.html""]}"
se law limited,0,1,0.0,0,1,0,se law limited,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1135.html""]}"
se law solicitors,1,0,100.0,0,1,0,se law solicitors,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1118.html""]}"
seamus andrew,0,1,0.0,0,1,0,seamus andrew,"{""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/715.html""]}"
sebastians solicitors,0,1,0.0,0,0,1,sebastians solicitors,"{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/660.html""]}"
seddons,1,1,50.0,0,1,1,"seddons, seddons law llp","{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/235.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/428.html""]}"
seddons solicitors,2,0,100.0,0,2,0,seddons solicitors,"{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1491.html""]}"
sedgwick legal,0,1,0.0,0,0,1,sedgwick legal,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/289.html""]}"
seladore legal limited,1,0,100.0,0,0,1,seladore legal limited,"{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/184.html""]}"
selva & co. solicitors,0,1,0.0,0,1,0,selva & co. solicitors,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/210.html""]}"
serious fraud office,1,0,100.0,0,0,1,serious fraud office,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/18.html""]}"
setfords,0,1,0.0,0,0,1,setfords,"{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1658.html""]}"
seth lovis & co,2,0,100.0,0,1,1,"seth lovis & co, seth lovis & co solicitors","{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2618.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1039.html""]}"
shakespeare martineau,3,9,25.0,0,8,4,"sgh martineau llp, shakespeare martineau, shakespeare martineau llp, shakespeares solicitors","{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/403.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/461.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/238.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2698.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/101.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2347.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/24.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2619.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1060.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/901.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1251.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/887.html""]}"
"shantha david, unison legal services",0,0,,1,0,0,"shantha david, unison legal services","{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1402.html""]}"
"shape partnership services, law & governance",1,0,100.0,0,0,1,"shape partnership services, law & governance","{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/730.html""]}"
shared legal services for wealden,0,0,,2,0,0,shared legal services for wealden,"{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/727.html""]}"
sharpe prichard llp,16,21,43.24,1,22,15,"sharpe prichard llp, sharpe pritchard, sharpe pritchard llp, sharpe pritchard llp as agents for king's lynn & west norfolk council","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1123.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/195.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1037.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/154.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/168.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/378.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1092.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/141.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/317.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/39.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/58.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/893.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1035.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1185.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1304.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1436.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1438.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1697.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/315.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/610.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/721.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1118.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/157.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1640.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1642.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1128.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1378.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1381.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/320.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/501.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1495.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/727.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/733.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/762.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1541.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/365.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/876.html""]}"
shearman & sterling (london) llp,2,1,66.67,0,2,1,"shearman & sterling (london) llp, shearman & sterling llp","{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1801.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1707.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/574.html""]}"
sheffield city council,0,1,0.0,0,1,0,sheffield city council,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/225.html""]}"
shelter cymru,0,0,,1,0,0,shelter cymru,"{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/854.html""]}"
shelter legal services,0,4,0.0,0,3,1,"shelter legal services, shelter legal team","{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/707.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1826.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/928.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/73.html""]}"
shelter west midlands advice service,1,0,100.0,0,0,1,shelter west midlands advice service,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1137.html""]}"
shepherd,2,1,66.67,2,2,1,shepherd,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1293.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/844.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/12.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/277.html""]}"
shepherd & wedderburn llp,1,0,100.0,0,0,1,shepherd & wedderburn llp,"{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/606.html""]}"
shergill & co.,1,0,100.0,0,0,1,shergill & co.,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1644.html""]}"
sherwood in house counsel,1,0,100.0,0,0,1,sherwood in house counsel,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/764.html""]}"
sherwood solicitors,1,0,100.0,0,1,0,sherwood solicitors,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1143.html""]}"
shipleys llp,0,1,0.0,0,1,0,shipleys llp,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/447.html""]}"
shoosmith llp,4,12,25.0,1,7,9,"shoosmith llp, shoosmiths, shoosmiths access legal, shoosmiths llp","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/516.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/257.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/606.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/795.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/135.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/199.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/792.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1359.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/477.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1175.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/833.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/688.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1001.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/12.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/664.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/762.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/730.html""]}"
shortlands law firm ltd,0,1,0.0,0,1,0,shortlands law firm ltd,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/349.html""]}"
shropshire council,1,1,50.0,0,0,2,"shropshire council, shropshire council legal","{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1751.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/888.html""]}"
shulmans llp,1,0,100.0,0,0,1,shulmans llp,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/689.html""]}"
shuttari paul,2,0,100.0,0,2,0,shuttari paul,"{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1075.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/791.html""]}"
sidley austin llp,3,4,42.86,0,4,3,sidley austin llp,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1031.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/743.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1096.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1160.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/821.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1135.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/763.html""]}"
signature litigation llp,5,6,45.45,0,5,6,signature litigation llp,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1259.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/375.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/71.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/329.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/305.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/184.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/674.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/9.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/901.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/14.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/582.html""]}"
silks,1,0,100.0,0,1,0,silks,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1794.html""]}"
sills & betteridge llp,1,0,100.0,0,1,0,sills & betteridge llp,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/113.html""]}"
silver shemmings ash llp,2,0,100.0,0,0,2,"silver shemmings ash llp, silver shemmings llp","{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/502.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1231.html""]}"
silverback law,0,1,0.0,0,0,1,silverback law,"{""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1104.html""]}"
silverbeck rymer solicitors,0,1,0.0,0,1,0,silverbeck rymer solicitors,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/193.html""]}"
simkins llp,1,1,50.0,0,2,0,simkins llp,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2025.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/66.html""]}"
simmons,12,13,48.0,0,13,12,"simmons, simmons & simmons llp, simmons llp","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/52.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/747.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/751.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/779.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/121.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/41.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/455.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1054.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2135.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/220.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/673.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/158.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/2272.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/32.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1908.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/584.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1264.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1103.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1257.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/330.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/52.html""]}"
simmons muirhead & burton llp,5,4,55.56,0,4,5,"simmons muirhead & burton llp, simon muirhead & burton, simons muirhead & burton, simons muirhead & burton llp, simons muirhead burton llp","{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/32.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/884.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/119.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1641.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2005.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/323.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/423.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/772.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1010.html""]}"
simon burn solicitors,1,5,16.67,0,3,3,simon burn solicitors,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2618.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/852.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1182.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/500.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/626.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/523.html""]}"
simon butler,1,0,100.0,0,0,1,simon butler,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1245.html""]}"
simon jackson solicitors,0,1,0.0,0,0,1,simon jackson solicitors,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/564.html""]}"
simon jones of merthyr tydfil county borough council,1,0,100.0,0,1,0,simon jones of merthyr tydfil county borough council,"{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1416.html""]}"
"simon smith, solicitor",1,0,100.0,0,0,1,"simon smith, solicitor","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/121.html""]}"
simons muirhead & burton solicitors,0,1,0.0,0,0,1,simons muirhead & burton solicitors,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/393.html""]}"
simons redkin,1,2,33.33,0,3,0,"simons redkin, simons rodkin solicitors llp","{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/75.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/34.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1587.html""]}"
"simons, levine & co",0,1,0.0,0,1,0,"simons, levine & co","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1152.html""]}"
simpson millar,2,1,66.67,3,2,1,"simpson millar, simpson millar llp","{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1312.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1109.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1395.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1295.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1467.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/165.html""]}"
sinclairs law,3,6,33.33,0,7,2,"sinclairs law, sinclairslaw, sinclairslaw solicitors","{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/13.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1363.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1926.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/671.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/252.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1060.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1559.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/895.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/226.html""]}"
singapore airlines cargo pte ltd,0,1,0.0,0,0,1,singapore airlines cargo pte ltd,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1024.html""]}"
singletons solicitors,0,1,0.0,0,1,0,singletons solicitors,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1182.html""]}"
sintons law,2,1,66.67,0,1,2,"sintons law, sintons llp","{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/190.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/572.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/547.html""]}"
sjs law,0,1,0.0,0,0,1,sjs law,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/603.html""]}"
"skadden, arps, slate, meagher & flom (uk) llp",1,3,25.0,0,1,3,"clearly gottlieb steen & hamilton llp, skadden, dentons, macfarlanes, cms, clifford chance & pinsent masons, skadden, arps, slate, meagher & flom (uk) llp","{""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/677.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/449.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1581.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/57.html""]}"
sky solicitors ltd,0,2,0.0,0,1,1,"sky solicitors ltd, sky solicitors, ilford","{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1119.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/26.html""]}"
sl5 legal / tuckers solicitors,0,2,0.0,0,2,0,"sl5 legal / tuckers solicitors, sl5 legal/tuckers solicitors","{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/885.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1394.html""]}"
