Law_Firm,Wins,Losses,Win_Rate,Neutral_Appearances,Appellant_Appearances,Respondent_Appearances,Law_Firm(from_text),Cases
needle partners limited,2,1,66.67,0,0,3,"needle partners limited, needle partners llp, needle partners ltd","{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/2.html"", ""role"": ""second respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1040.html"", ""role"": ""claimant/respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1217.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
nelsons solicitors ltd,1,0,100.0,0,0,1,nelsons solicitors ltd,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/516.html"", ""role"": ""claimant/respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
nesbit law group,1,1,50.0,0,1,1,"nesbit law group, nesbitt law group","{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1109.html"", ""role"": ""appellant qader & ors"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1109.html"", ""role"": ""respondents mcgee"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
net solicitors,0,1,0.0,0,0,1,net solicitors,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1632.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
neumans llp,1,1,50.0,0,1,1,neumans llp,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/17.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/42.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
neves solicitors llp,0,2,0.0,0,2,0,neves solicitors llp,"{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/180.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1436.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
new media llp,0,1,0.0,0,1,0,new media llp,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1129.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
newark and sherwood in house counsel,1,0,100.0,0,0,1,newark and sherwood in house counsel,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/764.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
newhall solicitors llp,1,0,100.0,0,1,0,newhall solicitors llp,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/999.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
newham legal services,0,1,0.0,0,0,1,newham legal services,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/57.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
newlaw solicitors,1,0,100.0,0,1,0,newlaw solicitors,"{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1376.html"", ""role"": ""appellant/claimant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
newtons solicitors,0,1,0.0,0,0,1,newtons solicitors,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1029.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
nhbc legal department,1,0,100.0,0,0,1,nhbc legal department,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1423.html"", ""role"": ""respondent/fourth defendant"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
nicholas & co,1,0,100.0,0,0,1,nicholas & co,"{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2865.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
nicholas woolf & co solicitors,0,1,0.0,0,0,1,nicholas woolf & co solicitors,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1999.html"", ""role"": ""first respondent the second, third and fourth respondents not appearing and not represented"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
nicholson & morgan,1,0,100.0,0,0,1,nicholson & morgan,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/688.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
no. 12 chambers,1,0,100.0,0,1,0,no. 12 chambers,"{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/266.html"", ""role"": ""appellant in ab"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
noble solicitors,2,0,100.0,0,1,1,noble solicitors,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/973.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/995.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
norfolk constabulary legal services,0,1,0.0,0,1,0,norfolk constabulary legal services,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1061.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
north tyneside council legal services,1,0,100.0,0,0,1,north tyneside council legal services,"{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/83.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
north yorkshire county council,1,1,50.0,0,0,2,"head of legal corporate services, north yorkshire county council, north yorkshire county council","{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/92.html"", ""role"": ""first respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/489.html"", ""role"": ""first respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
northover limited,0,1,0.0,0,1,0,northover limited,"{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1102.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
northridge law llp,1,0,100.0,0,0,1,northridge law llp,"{""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/532.html"", ""role"": ""defendants/respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
northumberland county council legal services,1,1,50.0,0,1,1,northumberland county council legal services,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/264.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1519.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
norton folgate,0,1,0.0,0,1,0,norton folgate,"{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/627.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
norton rose fulbright,17,2,89.47,0,9,10,"norton rose fulbright, norton rose fulbright llp","{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1257.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/71.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2175.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2026.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2544.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/991.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/119.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/388.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/485.html"", ""role"": ""second respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/69.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/718.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/321.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/35.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1193.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1506.html"", ""role"": ""respondent bayerische motoren werke ag"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/695.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1490.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/363.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/5.html"", ""role"": ""defendant/appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
nottingham city council legal services,0,1,0.0,0,1,0,nottingham city council legal services,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/188.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
nottinghamshire cc,1,1,50.0,0,1,1,"nottinghamshire cc, nottinghamshire county council","{""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/226.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/607.html"", ""role"": ""respondent local authority"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
novate direct legal,0,1,0.0,0,1,0,novate direct legal,"{""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1095.html"", ""role"": ""second appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
np law,1,1,50.0,0,0,2,np law,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/71.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/20.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
nuneaton and bedworth borough council,0,1,0.0,0,0,1,nuneaton and bedworth borough council,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1080.html"", ""role"": ""second respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
nursing and midwifery council legal department,2,0,100.0,0,1,1,"nursing and midwifery council legal department, regulatory legal team, nursing & midwifery council","{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1344.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/225.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
o h parsons llp,2,0,100.0,0,0,2,"o h parsons llp, oh parsons llp","{""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/202.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2427.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
oa solicitors,1,0,100.0,0,0,1,oa solicitors,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1266.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
oadby and wigston borough council,0,1,0.0,0,1,0,oadby and wigston borough council,"{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1040.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
oak solicitors,0,1,0.0,0,1,0,oak solicitors,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/2024.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
oakstead solicitors,0,1,0.0,0,1,0,oakstead solicitors,"{""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1284.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
oakwood solicitors limited,1,0,100.0,0,1,0,oakwood solicitors limited,"{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/844.html"", ""role"": ""appellant solicitors"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
ocl solicitors,0,1,0.0,0,1,0,ocl solicitors,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/21.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
odt solicitors,1,0,100.0,0,0,1,odt solicitors,"{""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1460.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
office for students,0,1,0.0,0,0,1,"paul huffer, head of legal services, office for students","{""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1074.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
office of communications,4,2,66.67,0,0,6,"ofcom, ofcom legal, ofcom legal team, office of communications","{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/843.html"", ""role"": ""defendant"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1374.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/624.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1534.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/669.html"", ""role"": ""first respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1873.html"", ""role"": ""respondent."", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
office of speaker's counsel,0,0,,2,0,0,"office of speaker's counsel, office of speaker's counsel in house of commons","{""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/571.html"", ""role"": ""second interveners"", ""outcome"": ""granted"", ""result"": ""Neutral""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/213.html"", ""role"": ""intervener"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}]}"
official solicitor,5,4,55.56,0,1,8,official solicitor,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1169.html"", ""role"": ""3rd appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1215.html"", ""role"": ""2nd respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1772.html"", ""role"": ""2nd respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/22.html"", ""role"": ""1st respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1312.html"", ""role"": ""third respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1190.html"", ""role"": ""second respondent, va, by her litigation friend"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1466.html"", ""role"": ""second respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/895.html"", ""role"": ""2nd respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/896.html"", ""role"": ""first respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
ofsted,4,0,100.0,0,2,2,ofsted legal services,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1426.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2813.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/594.html"", ""role"": ""first respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1390.html"", ""role"": ""respondent/defendant"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
"oglethorpe, sturton & gillibrand",0,1,0.0,0,1,0,"oglethorpe, sturton & gillibrand","{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/186.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
ogr stock denton llp,0,1,0.0,0,1,0,ogr stock denton llp,"{""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1743.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
ojn solicitors,1,0,100.0,0,1,0,ojn solicitors,"{""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/831.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
oldham metropolitan borough council,1,0,100.0,1,1,0,"oldham metropolitan borough council, oldham metropolitan borough council legal services","{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/207.html"", ""role"": ""interested party"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/50.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
olephant solicitors,2,1,66.67,0,2,1,"olephant, olephant solicitors","{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/41.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/2046.html"", ""role"": ""respondents maurice gourgey, neil joseph gourgey and charles duncan gourgey"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/926.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
oliver & co,1,0,100.0,0,1,0,oliver & co,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/20.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
oliver fisher solicitors,0,2,0.0,0,1,1,oliver fisher solicitors,"{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2742.html"", ""role"": ""appellant in b5/2018/1286"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/760.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
olswang llp,2,3,40.0,1,5,0,"olswang llp, olswang solicitors","{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1057.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/173.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/204.html"", ""role"": ""claimants"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/311.html"", ""role"": ""claimants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1144.html"", ""role"": ""intervener by written submissions only"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/557.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
one legal,1,2,33.33,0,2,1,one legal,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1392.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/101.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/259.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
onside law limited,0,1,0.0,0,0,1,onside law limited,"{""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1147.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
ontier llp,2,2,50.0,0,4,0,"ontier llp, sca ontier llp","{""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/28.html"", ""role"": ""claimant/appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/83.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/892.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/672.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
optima legal,1,0,100.0,0,0,1,optima legal,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/72.html"", ""role"": ""second respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
oracle solicitors,1,0,100.0,0,0,1,oracle solicitors,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/143.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
oriol badia,0,1,0.0,0,0,1,oriol badia,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/482.html"", ""role"": ""second respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
orion shepherds bush market limited,0,0,,1,0,0,orion shepherds bush market limited,"{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/561.html"", ""role"": ""third interested party"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}]}"
orrick llp,1,0,100.0,0,1,0,orrick llp,"{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1144.html"", ""role"": ""fifth to eighth  costs defendants/appellants"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
