link,representation,law_firms
https://www.bailii.org/ew/cases/EWCA/Civ/2017/1756.html,"Miss Rebecca Murray (instructed through the Bar Pro Bono Unit) for the Appellant
Miss Julia Smyth (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing date : 24 October 2017","[('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/1899.html,"James K Pickup QC and Simon Gurney (instructed by Banks Kelly Solicitors) for the Appellant
Jeremy Benson QC, Christopher Kerr and Ben Hayhurst (instructed by The General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing dates: 12 July 2017","[('Banks Kelly Solicitors', 'Appellant'), ('The General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/1845.html,"Mr Kieron Beal QC (instructed by the General Counsel and Solicitor to HMRC) for the Appellants
Mr Hugh Mercer QC and Mr Philippe Dewast (French Advocate) (instructed by Ann L Humphrey Solicitors) for the Respondent
Hearing dates: 4 and 5 October 2017","[('the General Counsel and Solicitor to HMRC', 'Appellants'), ('Ann L Humphrey Solicitors', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/1916.html,"Vikram Sachdeva QC, Stephen McNamara and Catherine Dobson (instructed by Slater and Gordon) for the Appellant
David Blundell (instructed by the Government Legal Department) for the Third Respondent
The First and Second Respondents did not appear and were not represented
Hearing date : 7 November 2017","[('Slater and Gordon', 'Appellant'), ('the Government Legal Department', 'Third Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/2140.html,"The Appellant appeared in person 
Mr Nicholas Vineall QC (instructed by the Legal Group of the Enforcement and Market Oversight Division of the FCA) for the Respondent
Hearing dates: 5 and 6 July 2017","[('the Legal Group of the Enforcement and Market Oversight Division of the FCA', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/1992.html,"Ian Skelt (instructed by GMP Legal Services) for the Appellant
Simon Anderson (instructed by Slater and Gordon LLP) for the Respondent
Hearing date : 22 November 2017","[('GMP Legal Services', 'Appellant'), ('Slater and Gordon LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/1982.html,"Mr Andrew Hitchmough QC and Miss Barbara Belgrano (instructed by PricewaterhouseCoopers LLP) for the Appellant
Miss Eleni Mitrophanous (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing dates : 8-9 November 2017","[('PricewaterhouseCoopers LLP', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/2177.html,"James Turner QC and Ms Katy Chokowry (instructed by Miles and Partners Solicitors) for the Appellant
Timothy Scott QC and Miss Clare Renton (instructed by Thomas Dunton Solicitors) for the Respondent
Hearing dates: Tuesday 21 November","[('Miles and Partners Solicitors', 'Appellant'), ('Thomas Dunton Solicitors', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/2124.html,"Mr Malcolm Gammie CBE QC and Ms Catherine Addy QC (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Appellants
Mr John Gardiner QC and Mr Daniel Bayfield QC (instructed by Linklaters LLP) for the Respondents
Hearing dates : 31 October and 1 November 2017","[('the General Counsel and Solicitor to HM Revenue and Customs', 'Appellants'), ('Linklaters LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/2105.html,"Jessica Simor QC, David Southern QC and Rebecca Murray (instructed by Pinsent Masons LLP) for the Appellants in both appeals
James Eadie QC, Sam Grodzinski QC, Gemma White QC and David Yates (instructed by the General Counsel and Solicitor to HMRC) for the Respondents
Hearing dates : 18-20 July 2017","[('Pinsent Masons LLP', 'Appellants in both appeals'), ('the General Counsel and Solicitor to HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2017/2141.html,"Adrian Davies (instructed by Messrs Lancasters) for the Appellants
Paul Letman (instructed by Rice-Jones and Smiths) for the Respondent
Hearing date : 5 December 2017","[('Messrs Lancasters', 'Appellants'), ('Rice-Jones and Smiths', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/15.html,"Miss Hui Ling McCarthy (instructed by Kingsley Napley Solicitors) for the Appellants
MissJulie Anderson (instructed by Solicitor and General Counsel to the Commissioners for Her Majesty's Revenue and Customs) for the Second Respondents
Hearing dates : 8th December 2015","[('Kingsley Napley Solicitors', 'Appellants'), (""Solicitor and General Counsel to the Commissioners for Her Majesty's Revenue and Customs"", 'Second Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/7.html,"Melanie Hall QC and Elizabeth Kelsey (instructed by Lsbf Legal Department) for the Appellant
Raymond Hill (instructed by HM Revenue and Customs Solicitors Office) for the Respondents
Hearing dates: 7  8 October","[('Lsbf Legal Department', 'Appellant'), ('HM Revenue and Customs Solicitors Office', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/22.html,"Mr Tim Eicke QC and Mr Edward Brown (instructed by the Government Legal Department) for the Appellant
Mr Hugh Southey QC and Mr Paul Turner (instructed by Barnes, Harrild and Dyer) for the Respondent
Hearing date: 17 November 2015","[('the Government Legal Department', 'Appellant'), ('Barnes, Harrild and Dyer', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/29.html,"Karon Monaghan QC, Caoilfhionn Gallagher and Katie O'Byrne (instructed by Hopkin Murray Beskine) for A
Richard Drabble QC and Tom Royston (instructed by Child Poverty Action Group) for the Rutherford appellants (SR, PR and W)
Tim Eicke QC, Gemma White and Edward Brown (instructed by the Treasury Solicitor) for the Secretary of State
Helen Mountfield QC and Raj Desai (instructed by the Equality and Human Rights Commission) for the Intervener
Hearing dates: 4 and 5 November 2015","[('Child Poverty Action Group', 'Rutherford appellants'), ('the Treasury Solicitor', 'Secretary of State'), ('the Equality and Human Rights Commission', 'Intervener')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/19.html,"Mr Keith Gordon and Miss Ximena Montes Manzano (instructed by Bramhall Solicitors) for the Appellant
Mr David Yates (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing date : 15 December 2015","[('Bramhall Solicitors', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/73.html,"MR MICHAEL POOLES QC & MR JAMIE SMITH QC (instructed by Berrymans Lace Mawer LLP) for the Apellants
MR ROGER STEWART QC & MR SCOTT ALLEN (instructed by Beale and Company Solicitors LLP) for the Respondents
Hearing dates : 26 & 27 January 2016","[('Berrymans Lace Mawer LLP', 'Apellants'), ('Beale and Company Solicitors LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/87.html,"Naomi Ellenbogen QC and Sam Neaman (instructed by BPE Solicitors) for the Appellant
Paul Nicholls QC and Simon Forshaw (instructed by Slaughter and May) for the Respondent
Hearing dates: 19 and 20 January 2016","[('BPE Solicitors', 'Appellant'), ('Slaughter and May', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/157.html,"David Yates (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Appellants
Rory Mullan and Oliver Marre (instructed by Bury Walkers LLP) for the Respondents
Hearing dates:  24 and 25 November 2015","[('the General Counsel and Solicitor to HM Revenue and Customs', 'Appellants'), ('Bury Walkers LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/153.html,"Mr Louis Weston (instructed by Bower and Bailey LLP) for the Appellant/Defendant
Mr Malcolm Birdling (instructed by Moon Beever) for the Respondent/Claimant 
Hearing date: Tuesday 9th February 2016","[('Bower and Bailey LLP', 'Appellant/Defendant'), ('Moon Beever', 'Respondent/Claimant')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/154.html,"Richard Clayton QC and Lee Parkhill (instructed by Sharpe Pritchard LLP) for the Appellant
Iain Steele (instructed by Litigation and Review Team) for the Respondent
Hearing date: 10/02/2016","[('Sharpe Pritchard LLP', 'Appellant'), ('Litigation and Review Team', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/376.html,"David Ewart QC, Rupert Baldry QC, Andrew Burrows QC (Hon) and Barbara Belgrano (instructed by HM Revenue and Customs Solicitor's Office) for the Appellants
Graham Aaronson QC, Tom Beazley QC and Jonathan Bremner (instructed by Joseph Hage Aaronson LLP) for the Respondent
Hearing dates: 11/03/2016 to 18/03/2016","[(""HM Revenue and Customs Solicitor's Office"", 'Appellants'), ('Joseph Hage Aaronson LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/437.html,"Stephen Cottle (instructed by Lester Morrill Inc Davies Core Lomax) for the Appellants
David Lintott (instructed by Wokingham Borough Council and Royal Borough of Windsor) for the Respondent
Hearing date: 26 April 2016","[('Lester Morrill Inc Davies Core Lomax', 'Appellants'), ('Wokingham Borough Council and Royal Borough of Windsor', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/474.html,"Stephen Davies QC and Oliver Mitchell (instructed by Kennedys) for the Appellants 
Hilary Stonefrost (instructed by Slaughter and May) for the Respondents
Hearing dates: Thursday 25 February 2016","[('Kennedys', 'Appellants'), ('Slaughter and May', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/436.html,"Jonathan Peacock QC (instructed by Forbes Hall LLP) for the Appellants
Andrew Macnab (instructed by General Counsel and Solicitor to HMRC) for the Respondents
Hearing date: Friday 8th April 2016","[('Forbes Hall LLP', 'Appellants'), ('General Counsel and Solicitor to HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/485.html,"Roger Thomas QC (instructed by Clifford Chance LLP) for the Appellant
Malcolm Gammie CBE QC and Hui Ling McCarthy (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing dates : 10, 11 and 12 May 2016","[('Clifford Chance LLP', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/447.html,"Michael Sherry (instructed by Shipleys LLP) for the Appellant
Aparna Nathan (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondent
Hearing date: 28 April 2016","[('Shipleys LLP', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/800.html,"Mary O'Rourke QC and Nicola Newbegin (instructed by Gunnercooke LLP) for the Appellant
Mohinderpal Sethi (instructed by Slater and Gordon Lawyers) for the Respondents
Hearing date: 6 July 2016","[('Gunnercooke LLP', 'Appellant'), ('Slater and Gordon Lawyers', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/760.html,"Paul Stanley QC and David Peters (instructed by Byrne and Partners LLP) for the Appellants
Jonathan Hall QC and Alexander Cook (instructed by National Crime Agency) for the Respondent
Hearing dates : 21 June, 2016","[('Byrne and Partners LLP', 'Appellants'), ('National Crime Agency', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/761.html,"Rebecca Murray (instructed by Bar Pro Bono Unit) for the Appellant
Richard Vallat (instructed by General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing date: 27/06/2016","[('Bar Pro Bono Unit', 'Appellant'), ('General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/663.html,"Hui Ling McCarthy (instructed by Forbes Hall LLP) for the Appellant
Nicola Shaw QC and Aparna Nathan (instructed by General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing dates : 14 and 15 June 2016","[('Forbes Hall LLP', 'Appellant'), ('General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/719.html,"Lord Pannick QC and Hanif Mussa (instructed by Slaughter and May) for the 1st Appellants
Monica Carss-Frisk QC and Jessica Boyd (instructed by Burges Salmon) for the 2nd Appellants
Daniel Beard QC, Andrew Henshaw QC and Brendan McGurk (instructed by CMA Litigation Unit) for the Respondent
Hearing dates: 22 & 23/06/2016","[('Slaughter and May', '1st Appellants'), ('Burges Salmon', '2nd Appellants'), ('CMA Litigation Unit', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/782.html,"John Gardiner QC and Michael Ripley (instructed by Reynolds Porter Chamberlain) for the Appellants
David Milne QC and Richard Vallat (instructed by General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing dates : 5, 6, 7 July 2016","[('Reynolds Porter Chamberlain', 'Appellants'), ('General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/795.html,"Ms Jenny Wigley (instructed by Richard Buxton Environmental and Planning Law) for the Appellant
Mr Hugh Flanagan (instructed by Wealden and Rother Shared Legal Services) for the 
First Respondent
Mr Neil Cameron Q.C. (instructed by Shoosmiths LLP) for the Second Respondent
Hearing date: 18 May 2016","[('Richard Buxton Environmental and Planning Law', 'Appellant'), ('Wealden and Rother Shared Legal Services', ''), ('Shoosmiths LLP', 'Second Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/797.html,"Mr David Wolfe Q.C. (instructed by Fish Legal) for the Appellant
Mr David Forsdick Q.C. and Mr Gwion Lewis (instructed by Bircham Dyson Bell LLP) for the Respondent
Mr Richard Kimblin Q.C. and Ms Nina Pindham (instructed by Aaron and Partners LLP) for the First Interested Party
The Second Interested Party did not appear and were not represented
Mr Richard Gordon Q.C. and Mr Tom Cross (instructed by Legal Services Department, Welsh Government) for the Third Interested Party
Hearing date: 25 May 2016","[('Fish Legal', 'Appellant'), ('Bircham Dyson Bell LLP', 'Respondent'), ('Aaron and Partners LLP', 'First Interested Party'), ('Legal Services Department, Welsh Government', 'Third Interested Party')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/809.html,"David Ewart QC and Edward Waldegrave (instructed by GRM Law Solicitors) for the Appellant
David Goy QC and Aparna Nathan (instructed by The General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing date : 12 July 2016","[('GRM Law Solicitors', 'Appellant'), ('The General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/938.html,"Richard Vallat (instructed by Irwin Mitchell LLP) for the Appellants
David Yates (instructed by General Counsel and Solicitor for HM Revenue & Customs) for the Respondents
Hearing date: 14 June 2016","[('Irwin Mitchell LLP', 'Appellants'), ('General Counsel and Solicitor for HM Revenue & Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/1014.html,"Mr Jeremy Benson QC, Ms Lucy Wilson-Barnes and Mr James Puzey 
(instructed by General Counsel and Solicitor To Her Majesty's Revenue and Customs) for the Appellant
Mr Malcolm Davis-White QC and Mr Hugh Miall (instructed by Morgan Rose Solicitors) for the Respondent
Hearing dates: 5 October 2016","[(""General Counsel and Solicitor To Her Majesty's Revenue and Customs"", 'Appellant'), ('Morgan Rose Solicitors', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/1040.html,"Mr Timothy Leader (instructed by Oadby and Wigston Borough Council) for the Appellant
Mr Gwion Lewis (instructed by the Government Legal Department) for the 
First Respondent
Mr Reuben Taylor Q.C. (instructed by Squire Patton Boggs (UK) LLP) for the 
Second Respondent
Hearing date: 28 July 2016","[('Oadby and Wigston Borough Council', 'Appellant'), ('the Government Legal Department', ''), ('Squire Patton Boggs (UK) LLP', '')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/1099.html,"Philip Marshall QC, Ruth den Besten and James Mather (instructed by Peters and Peters Solicitors LLP) for the Appellants
Richard Millett QC and Andrew Holden (instructed by Dechert LLP) for the Respondents
Further submissions received 23 June 2016 and 11 July 2016
Hearing date: 9 February 2016","[('Peters and Peters Solicitors LLP', 'Appellants'), ('Dechert LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/1211.html,"Mr Jonathan Manning and Ms Sarah Salmon (instructed by Legal and Democratic Services, Birmingham City Council) for the Appellant
Mr Stephen Knafler Q.C. and Mr Desmond Rutledge (instructed by MR Associates) 
for the Intervener
The First and Second Respondents did not appear and were not represented
Hearing date: 19 July 2016 
Further written submissions received: 4 and 7 November 2016","[('Legal and Democratic Services, Birmingham City Council', 'Appellant'), ('MR Associates', 'Intervener')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/1258.html,"Mr M Budworth (instructed by Butcher and Barlow LLP) appeared on behalf of the Applicant
Mr A Schaff QC and Mr T Bell (instructed by CMS Cameron McKenna LLP) appeared on behalf of the Respondent","[('Butcher and Barlow LLP', 'Applicant'), ('CMS Cameron McKenna LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/1144.html,"John Wardell QC and Jamie Carpenter (instructed by Withers LLP) for the First and Second Costs Defendants/Appellants
Ian Croxford QC and Nicholas Medcroft (instructed by Orrick LLP) for the Fifth to Eighth  Costs Defendants/Appellants
Richard Waller QC and Richard Eschwege (instructed by Memery Crystal LLP and Jones Day) for the Costs Claimants/Respondents
Peter Kirby QC (instructed by Olswang Solicitors) for the Intervener by written submissions only
Hearing dates : 19 & 20 July 2016","[('Withers LLP', 'First and Second Costs Defendants/Appellants'), ('Orrick LLP', 'Fifth to Eighth  Costs Defendants/Appellants'), ('Memery Crystal LLP and Jones Day', 'Costs Claimants/Respondents'), ('Olswang Solicitors', 'Intervener by written submissions only')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/1105.html,"Mrs Penny Hamilton (instructed by Mishcon de Reya LLP) for the Appellant
Mr Michael Jones (instructed by the General Counsel and Solicitor to HM Revenue and Customs,) for the Respondent
Hearing date : 11 and 12 October 2016","[('Mishcon de Reya LLP', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs,', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/1111.html,"Hugh Southey QC (instructed by Birnberg Peirce and Partners Solicitors) for the Appellant
Andrew Sharland (instructed by The Government Legal Department) for the Respondent
Hearing dates: 27 October 2016","[('Birnberg Peirce and Partners Solicitors', 'Appellant'), ('The Government Legal Department', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/1160.html,"Mr Thomas Chacko  (instructed by Mr Ian Whalley, solicitor) for the Appellant
Mr James Rivett (instructed by the General Counsel and Solicitor to HMRC) for the Respondents
Hearing date: 25 October 2016","[('Mr Ian Whalley, solicitor', 'Appellant'), ('the General Counsel and Solicitor to HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/1063.html,"Mr Charles Douthwaite (instructed by C J Jones Solicitors LLP) for the Appellant
Mr Edward Bartley Jones QC (instructed by Richard Slade and Company) for the Respondents
(Neither counsel, nor their instructing solicitors, appeared below)
Hearing date: 12 October 2016","[('C J Jones Solicitors LLP', 'Appellant'), ('Richard Slade and Company', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/1267.html,"Ali Malek QC, Richard Brent and Kate Holderness (instructed by Lipman Karas LLP) for the Appellants
Laurence Rabinowitz QC, John Odgers QC and Simon Colton (instructed by Slaughter and May) for the Respondent
Hearing dates: 01 & 02 November 2016","[('Lipman Karas LLP', 'Appellants'), ('Slaughter and May', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/1264.html,"Mr Alan Masters (instructed by Stokes Solicitors LLP) for the Appellants
Mr Richard Ground Q.C. (instructed by Tonbridge and Malling Borough Council) 
for the Respondent
Hearing date: 13 October 2016","[('Stokes Solicitors LLP', 'Appellants'), ('Tonbridge and Malling Borough Council', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/1299.html,"Michael Thomas (instructed by Croner Taxwise) for the Appellant
Vinesh L Mandalia (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondent
Hearing dates : 21 June 2016","[('Croner Taxwise', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/1289.html,"MR FENNER MOERAN QC (instructed by Slaughter and May) for the Appellant
MR PAUL NEWMAN QC & MS MARY STOKES (instructed by  Linklaters LLP) for the Respondent
Hearing dates : 8 & 9 December 2016","[('Slaughter and May', 'Appellant'), ('Linklaters LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2016/1294.html,"Andrew Hitchmough QC and Barrie Akin 
(instructed by Hill Dickinson LLP) for the Appellants
Hui Ling McCarthy (instructed by The General Counsel and Solicitor for HM Revenue and Customs) for the Respondent
Hearing dates: 5 and 6 October 2016","[('Hill Dickinson LLP', 'Appellants'), ('The General Counsel and Solicitor for HM Revenue and Customs', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/8.html,"Derek Sweeting QC and Leslie Keegan (instructed by Leo Abse and Cohen Solicitors) for the Appellant
Claire Toogood (instructed by Kennedys Solicitors) for the Respondent
Hearing date : 16 December 2014","[('Leo Abse and Cohen Solicitors', 'Appellant'), ('Kennedys Solicitors', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/27.html,"James Holmes (instructed by Jackson and Canter Solicitors) for the Appellant
Clive Baker (instructed by Liverpool City Council) for the 1st Respondent
Carl Gorton (instructed by MSB Solicitors) for the 2nd Respondent
Kate Burnell (instructed by Paul Crowley & Co Solicitors) for the 3rd Respondent
Hearing date: 11th December 2014","[('Jackson and Canter Solicitors', 'Appellant'), ('Liverpool City Council', '1st Respondent'), ('MSB Solicitors', '2nd Respondent'), ('Paul Crowley & Co Solicitors', '3rd Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/6.html,"Ian Wise QC and Azeem Suterwalla (instructed by Irwin Mitchell LLP) for the Appellants
Peter Oldham QC and Paul Greatorex (instructed by Manchester and Salford Legal Services) for the Respondent
Hearing date : 10 December 2014","[('Irwin Mitchell LLP', 'Appellants'), ('Manchester and Salford Legal Services', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/10.html,"Richard Kimblin (instructed by the Solicitor to Gedling Borough Council) for Gedling Borough Council
Stephen Sauvain QC and John Hunter (instructed by Hill Dickinson LLP) for Westerleigh Group Ltd
Paul Brown QC (instructed by Taylor & Emmett LLP and Clyde & Co LLP) for the Respondents 
Hearing date : 3 December 2014","[('Taylor & Emmett LLP and Clyde & Co LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/33.html,"Mr. Timothy Otty QC and Mr. Paul Luckhurst (instructed by Anti Trafficking and Labour Exploitation Unit at Islington Law Centre) for the Appellants/Claimants
The Respondent did not appear and was not represented
Mr. Toby Landau QC, Prof. Dan Sarooshi and Mr. Peter Webster (instructed by MS-Legal Solicitors) for the Cross-Appellant/Respondent
Mr. Tim Eicke QC and Ms. Jessica Wells (instructed by The Treasury Solicitor) for the 1st Intervener
Mr. Arfan Khan and Mr. Tahir Ashraf (instructed by 4A Law) for the 2nd Intervener
Mr. Aidan O'Neill QC (Scotland) (instructed by Freshfields Bruckhaus Deringer LLP) for the 3rd Intervener
Hearing dates: 24th-27th November 2014","[('Anti Trafficking and Labour Exploitation Unit at Islington Law Centre', 'Appellants/Claimants'), ('MS-Legal Solicitors', 'Cross-Appellant/Respondent'), ('The Treasury Solicitor', '1st Intervener'), ('4A Law', '2nd Intervener'), ('Freshfields Bruckhaus Deringer LLP', '3rd Intervener')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/95.html,"Graham Aaronson QC and Jolyon Maugham (instructed by Freshfields Bruckhaus Deringer LLP) for the Appellant
Malcolm Gammie QC, Rajesh Pillai and Rebecca Murray (instructed by General Counsel and Solicitor to Her Majesty's Revenue and Customs) for the Respondents
Hearing dates: 13-15 January 2015","[('Freshfields Bruckhaus Deringer LLP', 'Appellant'), (""General Counsel and Solicitor to Her Majesty's Revenue and Customs"", 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/39.html,"Mr Paul Lasok QC (instructed by The Khan Partnership LLP) for the Appellant
Mr John McGuinness QC, Mr Mark Cunningham QC,  Mr James Puzey, Mr Nicholas Chapman and Mr Howard Watkinson (instructed by HM Revenue and Customs Solicitors Office) for the Respondents
Hearing dates: 22-23 October 2014","[('The Khan Partnership LLP', 'Appellant'), ('HM Revenue and Customs Solicitors Office', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/81.html,"Kerry Bretherton (instructed by Kent Legal Services) for the Claimant
Samantha Broadfoot (instructed by The Treasury Solicitor) for the Defendant
Kelvin Rutledge QC (instructed by London Borough of Barking and Dagenham Legal Practice) for the Third Interested Party
Hearing date: 4 February 2015","[('Kent Legal Services', 'Claimant'), ('The Treasury Solicitor', 'Defendant'), ('London Borough of Barking and Dagenham Legal Practice', 'Third Interested Party')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/88.html,"Richard Buxton, Solicitor Advocate (instructed by Richard Buxton Environmental and Public Law, Cambridge) for the Appellant
Paul Shadarevian and Emma Dring (instructed by Suffolk Coastal District Council Legal Services) for the First Respondent
The Second Respondent did not appear on the appeal
Hearing dates : 21-22 January 2015","[('Richard Buxton Environmental and Public Law, Cambridge', 'Appellant'), ('Suffolk Coastal District Council Legal Services', 'First Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/49.html,"(1) 
Mr Stephen Knafler QC, Mr Desmond Rutledge and Mr Ali Bandegani (instructed by Coventry Law Centre) for the Appellant in Sanneh
Mr Jason Coppel QC and Ms Amy Rogers (instructed by Treasury Solicitors) for the Respondent in Sanneh 
(2)
Mr Toby Vanhegan (instructed by Croydon and Sutton Law Centre) for the Appellant in Scott 
Mr David Lintott (instructed by Wragge Lawrence Graham & Co LLP) for the Respondent in Scott 
(3)
Mr Christopher Baker and Mr Sam Madge-Wyld (instructed by Birmingham City Council Legal Services) for the Appellants in Merali & Ors 
Mr Lindsay Johnson (instructed by Bhatia Best) for the Respondents in Merali & Ors
(4)
Mr Richard Drabble QC and Mr Ranjiv Khubber (instructed by Platt Halpern Solicitors) for the Appellant in HC
Mr Jason Coppel QC and Ms Amy Rogers (instructed by Treasury Solicitors and by the Solicitors to Her Majesty's Commissioners for Revenue and Customs) for the Respondents in HC 
Mr Charles Banner and Mr Matthew Moriarty (instructed by Herbert Smith Freehills) for the Intervener (AIRE Centre) 
Mr Jason Coppel QC and Ms Amy Rogers (instructed by Treasury Solicitors) for the Intervener (Secretary of State for Communities and Local Government) 
Hearing dates: 4-7 November 2014","[('Coventry Law Centre', 'Appellant in Sanneh'), ('Treasury Solicitors', 'Respondent in Sanneh'), ('Croydon and Sutton Law Centre', 'Appellant in Scott'), ('Wragge Lawrence Graham & Co LLP', 'Respondent in Scott'), ('Birmingham City Council Legal Services', 'Appellants in Merali & Ors'), ('Bhatia Best', 'Respondents in Merali & Ors'), ('Platt Halpern Solicitors', 'Appellant in HC'), (""Treasury Solicitors and by the Solicitors to Her Majesty's Commissioners for Revenue and Customs"", 'Respondents in HC'), ('Herbert Smith Freehills', 'Intervener'), ('Treasury Solicitors', 'Intervener')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2015/74.html,"Zane Malik (instructed by Burney Legal Solicitors and Malik Law Chambers Solicitor) for the Appellant in both cases
David Blundell (instructed by The Treasury Solicitor) for the Respondent
Hearing date: 12th November 2014","[('Burney Legal Solicitors and Malik Law Chambers Solicitor', 'Appellant in both cases'), ('The Treasury Solicitor', 'Respondent')]"
